ID	duplicate_count
16333	4
16355	4
16381	4
16405	4
16417	4
16435	4
16485	4
16518	4
16548	4
16594	4
16644	4
16661	4
16682	4
16690	4
16723	4
16796	4
16815	4
16869	4
17019	4
17130	4
17143	4
17191	4
17226	4
17293	4
17318	4
17336	4
17365	4
17393	4
17443	4
17461	4
17503	4
17521	4
17540	4
17677	4
17692	4
17709	4
17722	4
17729	4
17826	4
17848	4
17877	4
17880	4
18002	4
18158	4
18207	4
18256	4
18293	4
18320	4
18454	4
18622	4
18699	4
18732	4
18765	4
18781	4
18801	4
18816	4
18850	4
18888	4
18907	4
18927	4
18993	4
18997	4
19007	4
19016	4
19067	4
19081	4
19092	4
19221	4
19255	4
19331	4
19376	4
19399	4
19513	4
19515	4
19565	4
19610	4
19635	4
19692	4
19701	4
19728	4
19751	4
19752	4
19820	4
19858	4
19956	4
20161	4
20211	4
20283	4
20369	4
20394	4
20410	4
20418	4
20463	4
20583	4
20599	4
20645	4
20661	4
20773	4
20862	4
20971	4
20989	4
21018	4
21134	4
21135	4
21144	4
21295	4
21332	4
21359	4
21367	4
21378	4
21381	4
21459	4
21577	4
22008	4
22063	4
22066	4
22140	4
22273	4
22410	4
22452	4
22684	4
22695	4
22760	4
22767	4
22820	4
22834	4
23043	4
23066	4
23068	4
23257	4
23289	4
23299	4
23313	4
23317	4
23435	4
23436	4
23442	4
23488	4
23494	4
23554	4
23577	4
23666	4
23874	4
24060	4
24061	4
24095	4
24284	4
24480	4
24765	4
24774	4
24817	4
24860	4
24886	4
24916	4
25019	4
25023	4
25066	4
25096	4
25291	4
25311	4
25406	4
25422	4
25466	4
25496	4
25525	4
25537	4
25579	4
25593	4
25666	4
25728	4
25818	4
25922	4
25992	4
26038	4
26081	4
26111	4
26118	4
26198	4
26218	4
26293	4
26310	4
26322	4
26345	4
26422	4
26533	4
26646	4
26907	4
26915	4
26993	4
27064	4
27167	4
27247	4
27297	4
27357	4
27363	4
27375	4
27513	4
27539	4
27606	4
27984	4
28026	4
28058	4
28096	4
28284	4
28503	4
28546	4
28576	4
28638	4
28655	4
28737	4
28795	4
28814	4
28911	4
28937	4
28957	4
28987	4
29124	4
29130	4
29134	4
29201	4
29222	4
29310	4
29321	4
29330	4
29354	4
29358	4
29426	4
29462	4
29469	4
29496	4
29535	4
29549	4
29551	4
29622	4
29701	4
29721	4
29759	4
29791	4
29913	4
29918	4
29924	4
29934	4
29966	4
29993	4
30101	4
30215	4
30235	4
30242	4
30280	4
30397	4
30433	4
30488	4
30507	4
30819	4
30877	4
31087	4
31133	4
31162	4
31365	4
31393	4
31510	4
31552	4
31725	4
31745	4
31816	4
31862	4
32088	4
32160	4
32229	4
32260	4
32300	4
32316	4
32373	4
32460	4
32463	4
32495	4
32514	4
32517	4
32565	4
32604	4
32746	4
32846	4
32887	4
33013	4
33047	4
33063	4
33069	4
33144	4
33510	4
33639	4
33689	4
33702	4
33801	4
34069	4
34161	4
34233	4
34313	4
34350	4
34594	4
34644	4
34663	4
34687	4
34859	4
34925	4
34944	4
35041	4
35102	4
35203	4
35301	4
35308	4
35348	4
35425	4
35460	4
35651	4
35652	4
35714	4
35716	4
35718	4
35791	4
35887	4
35904	4
35976	4
36019	4
36022	4
36031	4
36106	4
36264	4
36279	4
36314	4
36373	4
36377	4
36398	4
36443	4
36497	4
36541	4
36591	4
36592	4
36601	4
36650	4
36663	4
36729	4
36739	4
36744	4
36745	4
36759	4
36782	4
36868	4
36887	4
36899	4
36946	4
37046	4
37100	4
37196	4
37531	4
37647	4
37772	4
37778	4
37815	4
37824	4
37829	4
37836	4
37906	4
37972	4
37986	4
38088	4
38138	4
38173	4
38267	4
38295	4
38471	4
38888	4
39006	4
39017	4
39161	4
39233	4
39257	4
39276	4
39387	4
39450	4
39472	4
39496	4
39515	4
39534	4
39676	4
39738	4
39837	4
39855	4
39865	4
39997	4
40073	4
40085	4
40197	4
40200	4
40216	4
40274	4
40300	4
40368	4
40458	4
40553	4
40568	4
40650	4
40653	4
40840	4
40843	4
40892	4
40898	4
40922	4
41172	4
41249	4
41272	4
41310	4
41406	4
41535	4
41587	4
41652	4
41694	4
41712	4
41745	4
41749	4
41780	4
41909	4
41952	4
42014	4
42203	4
42325	4
42348	4
42419	4
42480	4
42481	4
42486	4
42503	4
42531	4
42534	4
42555	4
42570	4
42574	4
42579	4
42601	4
42651	4
42660	4
42664	4
42709	4
42724	4
42799	4
42814	4
42826	4
42876	4
43002	4
43012	4
43027	4
43079	4
43171	4
43176	4
43271	4
43321	4
43403	4
43431	4
43519	4
43546	4
43618	4
43619	4
43622	4
43634	4
43743	4
43791	4
43805	4
43806	4
43836	4
43936	4
43970	4
44035	4
44063	4
44218	4
44298	4
44346	4
44357	4
44358	4
44380	4
44390	4
44407	4
44428	4
44461	4
44528	4
44611	4
44637	4
44664	4
44722	4
44738	4
44868	4
44930	4
44937	4
45037	4
45079	4
45163	4
45174	4
45229	4
45239	4
45364	4
45388	4
45507	4
45573	4
45742	4
45783	4
45819	4
45879	4
46002	4
46117	4
46146	4
46169	4
46219	4
46232	4
46371	4
46564	4
46684	4
46758	4
46822	4
46924	4
46956	4
47069	4
47166	4
47232	4
47235	4
47251	4
47343	4
47345	4
47356	4
47362	4
47412	4
47422	4
47540	4
47567	4
47586	4
47591	4
47603	4
47671	4
47769	4
47784	4
47798	4
47812	4
47827	4
47831	4
47841	4
47851	4
47853	4
47984	4
48088	4
48185	4
48199	4
48211	4
48282	4
48334	4
48342	4
48451	4
48453	4
48497	4
48556	4
48734	4
48772	4
48881	4
48936	4
48950	4
48974	4
48998	4
49211	4
49251	4
49354	4
49445	4
49456	4
49583	4
49882	4
50198	4
50214	4
50246	4
50315	4
50366	4
50445	4
50456	4
50460	4
50513	4
50603	4
50672	4
50713	4
50732	4
50817	4
50887	4
50933	4
50982	4
50984	4
51005	4
51053	4
51078	4
51204	4
51222	4
51240	4
51370	4
51487	4
51497	4
51557	4
51628	4
51894	4
51944	4
52139	4
52374	4
53008	4
53019	4
53024	4
53357	4
4	3
6	3
8	3
12	3
13	3
14	3
15	3
16	3
17	3
18	3
21	3
22	3
28	3
30	3
31	3
39	3
41	3
46	3
47	3
50	3
51	3
53	3
62	3
70	3
72	3
73	3
76	3
78	3
83	3
87	3
92	3
94	3
96	3
97	3
98	3
101	3
104	3
107	3
112	3
122	3
130	3
131	3
133	3
134	3
135	3
143	3
146	3
147	3
156	3
159	3
163	3
164	3
166	3
168	3
169	3
171	3
173	3
175	3
176	3
184	3
185	3
189	3
195	3
197	3
199	3
209	3
213	3
214	3
215	3
216	3
217	3
229	3
232	3
233	3
234	3
235	3
237	3
241	3
245	3
252	3
256	3
258	3
261	3
266	3
270	3
279	3
281	3
301	3
304	3
306	3
308	3
310	3
318	3
321	3
322	3
324	3
325	3
326	3
328	3
330	3
334	3
335	3
338	3
341	3
346	3
347	3
349	3
350	3
354	3
355	3
357	3
358	3
359	3
360	3
361	3
362	3
368	3
370	3
371	3
372	3
373	3
374	3
376	3
378	3
380	3
383	3
385	3
387	3
389	3
392	3
393	3
398	3
399	3
405	3
407	3
408	3
409	3
412	3
417	3
419	3
420	3
424	3
425	3
426	3
427	3
430	3
431	3
433	3
434	3
435	3
440	3
441	3
443	3
446	3
447	3
450	3
452	3
458	3
464	3
470	3
471	3
473	3
474	3
475	3
478	3
480	3
483	3
486	3
489	3
491	3
492	3
494	3
497	3
504	3
508	3
510	3
511	3
513	3
514	3
517	3
518	3
519	3
520	3
521	3
527	3
528	3
534	3
537	3
541	3
542	3
543	3
548	3
550	3
552	3
556	3
557	3
560	3
563	3
568	3
569	3
570	3
571	3
576	3
579	3
580	3
583	3
586	3
591	3
601	3
602	3
603	3
610	3
614	3
621	3
623	3
624	3
630	3
632	3
638	3
640	3
644	3
646	3
647	3
654	3
659	3
660	3
665	3
667	3
671	3
677	3
678	3
680	3
681	3
682	3
684	3
687	3
694	3
699	3
701	3
703	3
705	3
707	3
709	3
716	3
717	3
718	3
719	3
720	3
721	3
725	3
727	3
728	3
729	3
732	3
734	3
738	3
742	3
743	3
745	3
747	3
748	3
751	3
755	3
758	3
760	3
769	3
770	3
773	3
780	3
781	3
784	3
789	3
790	3
793	3
796	3
798	3
799	3
800	3
805	3
808	3
811	3
813	3
814	3
815	3
816	3
818	3
821	3
822	3
823	3
824	3
830	3
831	3
835	3
838	3
843	3
845	3
846	3
847	3
851	3
858	3
867	3
876	3
883	3
888	3
892	3
894	3
895	3
896	3
899	3
900	3
901	3
902	3
906	3
907	3
908	3
909	3
910	3
916	3
921	3
923	3
930	3
933	3
936	3
940	3
941	3
943	3
945	3
949	3
958	3
963	3
965	3
966	3
974	3
978	3
981	3
985	3
990	3
993	3
996	3
1002	3
1006	3
1009	3
1012	3
1013	3
1015	3
1018	3
1029	3
1030	3
1031	3
1035	3
1038	3
1042	3
1043	3
1054	3
1057	3
1061	3
1064	3
1069	3
1070	3
1078	3
1081	3
1082	3
1094	3
1095	3
1098	3
1099	3
1101	3
1102	3
1104	3
1109	3
1110	3
1112	3
1114	3
1115	3
1116	3
1120	3
1122	3
1123	3
1142	3
1145	3
1146	3
1148	3
1149	3
1153	3
1154	3
1155	3
1158	3
1159	3
1166	3
1167	3
1171	3
1174	3
1177	3
1178	3
1183	3
1188	3
1191	3
1192	3
1193	3
1200	3
1204	3
1215	3
1218	3
1221	3
1222	3
1226	3
1228	3
1229	3
1231	3
1237	3
1241	3
1242	3
1246	3
1253	3
1254	3
1273	3
1280	3
1288	3
1290	3
1292	3
1295	3
1301	3
1302	3
1303	3
1306	3
1311	3
1312	3
1318	3
1320	3
1323	3
1327	3
1329	3
1332	3
1335	3
1338	3
1339	3
1343	3
1345	3
1349	3
1350	3
1351	3
1353	3
1359	3
1360	3
1361	3
1366	3
1370	3
1372	3
1374	3
1379	3
1380	3
1389	3
1392	3
1398	3
1401	3
1402	3
1415	3
1418	3
1419	3
1424	3
1431	3
1434	3
1442	3
1443	3
1453	3
1454	3
1456	3
1472	3
1473	3
1474	3
1475	3
1479	3
1480	3
1482	3
1486	3
1490	3
1492	3
1493	3
1495	3
1497	3
1500	3
1501	3
1505	3
1509	3
1513	3
1515	3
1522	3
1523	3
1524	3
1527	3
1528	3
1529	3
1530	3
1531	3
1532	3
1533	3
1536	3
1537	3
1540	3
1542	3
1544	3
1546	3
1548	3
1549	3
1550	3
1552	3
1558	3
1559	3
1561	3
1564	3
1565	3
1570	3
1571	3
1573	3
1574	3
1578	3
1580	3
1581	3
1592	3
1595	3
1597	3
1599	3
1601	3
1602	3
1603	3
1608	3
1610	3
1611	3
1613	3
1615	3
1619	3
1620	3
1622	3
1633	3
1636	3
1637	3
1640	3
1642	3
1644	3
1648	3
1651	3
1653	3
1658	3
1663	3
1665	3
1667	3
1668	3
1672	3
1678	3
1691	3
1694	3
1695	3
1696	3
1701	3
1707	3
1712	3
1713	3
1714	3
1715	3
1717	3
1723	3
1724	3
1726	3
1727	3
1728	3
1730	3
1731	3
1737	3
1738	3
1742	3
1743	3
1749	3
1751	3
1753	3
1757	3
1758	3
1760	3
1766	3
1769	3
1771	3
1774	3
1775	3
1778	3
1779	3
1780	3
1781	3
1783	3
1784	3
1786	3
1788	3
1790	3
1791	3
1799	3
1802	3
1804	3
1806	3
1808	3
1809	3
1810	3
1811	3
1812	3
1813	3
1816	3
1818	3
1819	3
1822	3
1823	3
1825	3
1826	3
1827	3
1828	3
1830	3
1831	3
1836	3
1837	3
1840	3
1842	3
1849	3
1851	3
1853	3
1854	3
1855	3
1863	3
1864	3
1865	3
1866	3
1868	3
1869	3
1870	3
1874	3
1880	3
1881	3
1887	3
1888	3
1889	3
1890	3
1895	3
1897	3
1900	3
1905	3
1910	3
1912	3
1913	3
1917	3
1918	3
1919	3
1921	3
1925	3
1926	3
1929	3
1930	3
1931	3
1933	3
1934	3
1939	3
1940	3
1943	3
1944	3
1947	3
1954	3
1956	3
1959	3
1960	3
1962	3
1965	3
1973	3
1974	3
1976	3
1979	3
1980	3
1981	3
1984	3
1986	3
1991	3
1992	3
1994	3
1995	3
1996	3
2001	3
2002	3
2003	3
2006	3
2010	3
2012	3
2017	3
2021	3
2022	3
2023	3
2024	3
2025	3
2026	3
2027	3
2028	3
2029	3
2030	3
2031	3
2032	3
2038	3
2040	3
2041	3
2042	3
2044	3
2047	3
2053	3
2054	3
2055	3
2059	3
2060	3
2068	3
2069	3
2070	3
2071	3
2072	3
2079	3
2083	3
2085	3
2086	3
2087	3
2088	3
2089	3
2093	3
2094	3
2096	3
2097	3
2098	3
2099	3
2102	3
2104	3
2105	3
2106	3
2108	3
2111	3
2112	3
2113	3
2116	3
2117	3
2118	3
2121	3
2123	3
2124	3
2125	3
2127	3
2130	3
2131	3
2135	3
2136	3
2139	3
2141	3
2143	3
2146	3
2148	3
2149	3
2150	3
2155	3
2156	3
2162	3
2167	3
2170	3
2171	3
2172	3
2173	3
2174	3
2175	3
2177	3
2180	3
2183	3
2184	3
2187	3
2197	3
2198	3
2200	3
2201	3
2205	3
2206	3
2207	3
2208	3
2211	3
2213	3
2215	3
2219	3
2222	3
2223	3
2224	3
2225	3
2228	3
2229	3
2231	3
2234	3
2237	3
2238	3
2239	3
2244	3
2245	3
2247	3
2248	3
2249	3
2250	3
2253	3
2256	3
2257	3
2267	3
2268	3
2269	3
2275	3
2278	3
2281	3
2284	3
2285	3
2286	3
2288	3
2291	3
2293	3
2297	3
2298	3
2300	3
2302	3
2305	3
2311	3
2318	3
2319	3
2322	3
2323	3
2324	3
2325	3
2326	3
2327	3
2329	3
2330	3
2334	3
2335	3
2337	3
2341	3
2342	3
2347	3
2348	3
2352	3
2353	3
2361	3
2362	3
2363	3
2369	3
2374	3
2377	3
2383	3
2384	3
2387	3
2388	3
2390	3
2395	3
2396	3
2397	3
2404	3
2405	3
2406	3
2411	3
2413	3
2414	3
2418	3
2421	3
2424	3
2425	3
2426	3
2434	3
2435	3
2437	3
2439	3
2447	3
2452	3
2456	3
2462	3
2463	3
2465	3
2466	3
2471	3
2472	3
2473	3
2474	3
2476	3
2478	3
2483	3
2485	3
2490	3
2491	3
2492	3
2497	3
2499	3
2500	3
2501	3
2508	3
2510	3
2511	3
2515	3
2518	3
2519	3
2523	3
2524	3
2525	3
2533	3
2535	3
2536	3
2546	3
2551	3
2554	3
2555	3
2561	3
2563	3
2566	3
2569	3
2571	3
2575	3
2578	3
2581	3
2582	3
2583	3
2584	3
2586	3
2594	3
2598	3
2601	3
2602	3
2604	3
2606	3
2607	3
2608	3
2616	3
2617	3
2618	3
2622	3
2626	3
2627	3
2631	3
2634	3
2640	3
2641	3
2645	3
2648	3
2650	3
2651	3
2654	3
2660	3
2664	3
2665	3
2666	3
2668	3
2669	3
2670	3
2673	3
2678	3
2681	3
2684	3
2686	3
2691	3
2694	3
2695	3
2696	3
2698	3
2700	3
2701	3
2702	3
2708	3
2710	3
2711	3
2712	3
2714	3
2715	3
2718	3
2719	3
2722	3
2723	3
2728	3
2732	3
2733	3
2738	3
2740	3
2743	3
2749	3
2750	3
2754	3
2759	3
2760	3
2762	3
2764	3
2766	3
2767	3
2768	3
2775	3
2778	3
2780	3
2781	3
2784	3
2790	3
2791	3
2792	3
2794	3
2796	3
2797	3
2798	3
2802	3
2805	3
2806	3
2807	3
2811	3
2812	3
2813	3
2815	3
2816	3
2817	3
2820	3
2822	3
2824	3
2825	3
2828	3
2829	3
2830	3
2831	3
2836	3
2837	3
2838	3
2840	3
2841	3
2842	3
2843	3
2844	3
2847	3
2848	3
2852	3
2856	3
2858	3
2859	3
2861	3
2865	3
2866	3
2879	3
2882	3
2883	3
2884	3
2885	3
2888	3
2890	3
2891	3
2892	3
2906	3
2908	3
2910	3
2912	3
2914	3
2919	3
2922	3
2924	3
2931	3
2932	3
2938	3
2942	3
2943	3
2944	3
2949	3
2951	3
2952	3
2955	3
2956	3
2959	3
2960	3
2961	3
2963	3
2966	3
2968	3
2972	3
2973	3
2976	3
2978	3
2981	3
2991	3
2993	3
2995	3
3001	3
3011	3
3012	3
3017	3
3018	3
3020	3
3025	3
3027	3
3029	3
3031	3
3032	3
3039	3
3040	3
3041	3
3042	3
3043	3
3046	3
3048	3
3066	3
3067	3
3068	3
3069	3
3071	3
3072	3
3088	3
3089	3
3092	3
3098	3
3100	3
3101	3
3103	3
3105	3
3106	3
3108	3
3109	3
3112	3
3119	3
3120	3
3122	3
3125	3
3126	3
3132	3
3133	3
3146	3
3151	3
3152	3
3155	3
3159	3
3167	3
3170	3
3172	3
3174	3
3177	3
3182	3
3187	3
3192	3
3194	3
3195	3
3197	3
3199	3
3200	3
3201	3
3202	3
3207	3
3208	3
3213	3
3218	3
3222	3
3224	3
3229	3
3230	3
3235	3
3236	3
3242	3
3246	3
3247	3
3249	3
3259	3
3261	3
3269	3
3270	3
3271	3
3275	3
3278	3
3283	3
3285	3
3286	3
3289	3
3291	3
3298	3
3304	3
3306	3
3307	3
3308	3
3309	3
3310	3
3313	3
3314	3
3315	3
3316	3
3317	3
3318	3
3319	3
3321	3
3325	3
3329	3
3331	3
3333	3
3334	3
3336	3
3337	3
3339	3
3340	3
3341	3
3344	3
3351	3
3353	3
3354	3
3355	3
3357	3
3358	3
3359	3
3361	3
3362	3
3366	3
3367	3
3369	3
3370	3
3379	3
3385	3
3388	3
3395	3
3400	3
3405	3
3406	3
3407	3
3408	3
3409	3
3411	3
3412	3
3413	3
3418	3
3422	3
3428	3
3440	3
3441	3
3442	3
3445	3
3449	3
3451	3
3452	3
3454	3
3455	3
3459	3
3462	3
3463	3
3467	3
3468	3
3469	3
3474	3
3477	3
3478	3
3479	3
3481	3
3485	3
3488	3
3490	3
3492	3
3493	3
3496	3
3499	3
3503	3
3504	3
3509	3
3510	3
3512	3
3513	3
3516	3
3517	3
3519	3
3522	3
3523	3
3524	3
3525	3
3526	3
3530	3
3532	3
3535	3
3537	3
3540	3
3541	3
3545	3
3546	3
3547	3
3548	3
3549	3
3550	3
3555	3
3556	3
3557	3
3558	3
3560	3
3561	3
3563	3
3568	3
3574	3
3576	3
3578	3
3581	3
3583	3
3584	3
3590	3
3591	3
3593	3
3596	3
3597	3
3600	3
3602	3
3603	3
3604	3
3605	3
3609	3
3610	3
3612	3
3614	3
3618	3
3624	3
3635	3
3636	3
3638	3
3639	3
3642	3
3644	3
3645	3
3646	3
3648	3
3650	3
3655	3
3657	3
3660	3
3665	3
3668	3
3671	3
3673	3
3676	3
3677	3
3679	3
3681	3
3682	3
3688	3
3689	3
3690	3
3694	3
3696	3
3697	3
3700	3
3703	3
3705	3
3709	3
3711	3
3714	3
3726	3
3729	3
3736	3
3745	3
3748	3
3750	3
3751	3
3752	3
3754	3
3759	3
3766	3
3768	3
3769	3
3771	3
3778	3
3779	3
3787	3
3793	3
3794	3
3796	3
3797	3
3803	3
3805	3
3807	3
3811	3
3813	3
3814	3
3817	3
3818	3
3823	3
3824	3
3827	3
3829	3
3831	3
3834	3
3837	3
3838	3
3840	3
3843	3
3844	3
3849	3
3850	3
3852	3
3853	3
3854	3
3858	3
3859	3
3860	3
3863	3
3864	3
3865	3
3869	3
3874	3
3875	3
3878	3
3880	3
3881	3
3887	3
3890	3
3893	3
3895	3
3896	3
3897	3
3901	3
3902	3
3906	3
3909	3
3910	3
3911	3
3912	3
3913	3
3914	3
3919	3
3927	3
3929	3
3930	3
3931	3
3932	3
3935	3
3939	3
3940	3
3941	3
3942	3
3943	3
3950	3
3953	3
3954	3
3955	3
3959	3
3963	3
3964	3
3965	3
3966	3
3982	3
3983	3
3985	3
3986	3
3991	3
3992	3
3994	3
4000	3
4001	3
4005	3
4008	3
4009	3
4014	3
4018	3
4024	3
4028	3
4034	3
4037	3
4043	3
4051	3
4055	3
4058	3
4060	3
4061	3
4063	3
4064	3
4067	3
4068	3
4077	3
4078	3
4081	3
4082	3
4084	3
4092	3
4093	3
4095	3
4097	3
4099	3
4101	3
4104	3
4107	3
4114	3
4120	3
4121	3
4124	3
4125	3
4148	3
4149	3
4150	3
4151	3
4152	3
4157	3
4159	3
4160	3
4161	3
4165	3
4166	3
4168	3
4177	3
4180	3
4187	3
4189	3
4194	3
4196	3
4204	3
4206	3
4209	3
4210	3
4215	3
4216	3
4219	3
4221	3
4222	3
4223	3
4227	3
4228	3
4230	3
4232	3
4233	3
4234	3
4237	3
4238	3
4240	3
4245	3
4254	3
4255	3
4260	3
4265	3
4266	3
4267	3
4274	3
4276	3
4278	3
4279	3
4282	3
4283	3
4284	3
4294	3
4295	3
4296	3
4297	3
4302	3
4313	3
4322	3
4323	3
4325	3
4333	3
4334	3
4335	3
4339	3
4355	3
4358	3
4362	3
4365	3
4368	3
4369	3
4370	3
4371	3
4377	3
4378	3
4379	3
4384	3
4385	3
4386	3
4388	3
4390	3
4392	3
4393	3
4400	3
4403	3
4407	3
4409	3
4411	3
4417	3
4418	3
4424	3
4425	3
4426	3
4427	3
4429	3
4436	3
4455	3
4458	3
4459	3
4463	3
4466	3
4467	3
4468	3
4473	3
4474	3
4476	3
4477	3
4481	3
4484	3
4485	3
4486	3
4487	3
4488	3
4489	3
4491	3
4497	3
4498	3
4499	3
4503	3
4505	3
4514	3
4516	3
4518	3
4520	3
4522	3
4523	3
4528	3
4536	3
4539	3
4541	3
4546	3
4549	3
4550	3
4554	3
4555	3
4560	3
4561	3
4564	3
4567	3
4571	3
4572	3
4575	3
4578	3
4581	3
4586	3
4588	3
4589	3
4591	3
4592	3
4593	3
4599	3
4600	3
4604	3
4605	3
4608	3
4611	3
4612	3
4614	3
4615	3
4616	3
4623	3
4626	3
4631	3
4634	3
4636	3
4650	3
4651	3
4652	3
4653	3
4655	3
4656	3
4657	3
4659	3
4663	3
4664	3
4668	3
4669	3
4671	3
4673	3
4678	3
4680	3
4682	3
4683	3
4685	3
4688	3
4689	3
4690	3
4694	3
4696	3
4699	3
4714	3
4716	3
4720	3
4721	3
4722	3
4723	3
4726	3
4729	3
4730	3
4731	3
4732	3
4733	3
4743	3
4746	3
4750	3
4757	3
4758	3
4759	3
4760	3
4761	3
4766	3
4770	3
4773	3
4774	3
4777	3
4778	3
4779	3
4783	3
4787	3
4788	3
4791	3
4792	3
4794	3
4795	3
4799	3
4804	3
4826	3
4827	3
4828	3
4830	3
4831	3
4832	3
4835	3
4837	3
4841	3
4842	3
4848	3
4849	3
4850	3
4853	3
4854	3
4856	3
4863	3
4865	3
4866	3
4874	3
4878	3
4881	3
4888	3
4889	3
4892	3
4893	3
4896	3
4897	3
4900	3
4902	3
4903	3
4910	3
4911	3
4913	3
4914	3
4915	3
4922	3
4923	3
4925	3
4926	3
4930	3
4931	3
4932	3
4936	3
4941	3
4944	3
4946	3
4951	3
4958	3
4960	3
4968	3
4969	3
4973	3
4977	3
4979	3
4984	3
4987	3
4989	3
4991	3
4992	3
4994	3
4998	3
5000	3
5003	3
5010	3
5016	3
5020	3
5022	3
5024	3
5027	3
5028	3
5029	3
5031	3
5039	3
5043	3
5044	3
5047	3
5049	3
5050	3
5051	3
5052	3
5056	3
5058	3
5066	3
5068	3
5069	3
5071	3
5074	3
5075	3
5079	3
5082	3
5084	3
5088	3
5092	3
5094	3
5100	3
5104	3
5105	3
5106	3
5108	3
5111	3
5112	3
5116	3
5118	3
5123	3
5128	3
5129	3
5130	3
5132	3
5135	3
5142	3
5144	3
5146	3
5150	3
5151	3
5156	3
5159	3
5164	3
5165	3
5167	3
5168	3
5172	3
5174	3
5180	3
5182	3
5183	3
5188	3
5189	3
5197	3
5200	3
5203	3
5206	3
5208	3
5209	3
5210	3
5220	3
5223	3
5226	3
5227	3
5230	3
5233	3
5236	3
5237	3
5238	3
5241	3
5248	3
5252	3
5254	3
5260	3
5262	3
5263	3
5265	3
5268	3
5273	3
5274	3
5287	3
5291	3
5294	3
5297	3
5308	3
5312	3
5315	3
5316	3
5320	3
5322	3
5323	3
5324	3
5329	3
5331	3
5332	3
5333	3
5336	3
5338	3
5339	3
5343	3
5345	3
5349	3
5350	3
5351	3
5358	3
5359	3
5366	3
5368	3
5370	3
5371	3
5374	3
5380	3
5381	3
5385	3
5388	3
5398	3
5403	3
5406	3
5412	3
5414	3
5417	3
5419	3
5427	3
5435	3
5439	3
5441	3
5444	3
5446	3
5456	3
5457	3
5458	3
5461	3
5469	3
5472	3
5474	3
5475	3
5477	3
5479	3
5489	3
5496	3
5502	3
5504	3
5510	3
5512	3
5514	3
5518	3
5520	3
5522	3
5523	3
5529	3
5530	3
5534	3
5535	3
5538	3
5547	3
5552	3
5555	3
5556	3
5561	3
5570	3
5574	3
5577	3
5585	3
5588	3
5589	3
5591	3
5608	3
5613	3
5617	3
5631	3
5632	3
5633	3
5640	3
5641	3
5659	3
5661	3
5669	3
5670	3
5677	3
5679	3
5686	3
5690	3
5691	3
5692	3
5693	3
5695	3
5696	3
5698	3
